#qname	txpIDs=...;as=...;bestAS=...;logFragProb=...;errLike=...;logCompat=...;expFmt=...;obsFmt=...;isCompat=...;mateStatus=...;mateFields=...;fwd=...;mateFwd=...;pos=...;matePos=...;primary=...;dropped=...;orphan=...;auxProb=...;fragLen=...;useAuxParams=...;globalFragCount=...;batchReads=...;batchStartCount=...;inDetectionMode=...;
LH00341:87:22K2FJLT3:1:1101:8739:1593	txpIDs=139638,139639,139641;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=307,604,308;matePos=333,630,334;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=139638,139639,139641;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:10200:1593	txpIDs=41690;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=3773;matePos=3786;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=41690;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:10903:1593	txpIDs=78508,78515,78516,78521,78523,78524;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=1457,1426,1425,1339,1245,1239;matePos=1458,1427,1426,1340,1246,1240;primary=0,0,0,0,1,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=78508,78515,78516,78521,78523,78524;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:13159:1593	txpIDs=57548,57549;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=2247,2689;matePos=2266,2708;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=57548,57549;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:13824:1593	txpIDs=116879;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1444;matePos=1508;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=116879;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:20796:1593	txpIDs=177038,177039;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=2536,2230;matePos=2536,2230;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=177038,177039;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:22146:1593	txpIDs=86830;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=649;matePos=688;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=86830;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:25419:1593	txpIDs=55085,55086,55087,55088;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,3,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=791,791,895,1393;matePos=837,837,849,1439;primary=0,1,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=55085,55086,55087,55088;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:26750:1593	txpIDs=183982,183983,183984,183990,183992;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=1714,1437,1429,167,353;matePos=1736,1459,1451,189,375;primary=0,0,1,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=183982,183983,183984,183990,183992;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:26935:1593	txpIDs=36794,36795,36797,36800,36801,36803;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=872,884,947,875,1341,670;matePos=1090,1102,1165,1093,1559,888;primary=0,0,0,1,0,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=36794,36795,36797,36800,36801,36803;fragLen=219,219,219,219,219,219;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:27490:1593	txpIDs=124690;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=2875;matePos=3010;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=124690;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:27675:1593	txpIDs=154412,154414,154418;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=175,239,205;matePos=181,245,211;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=154412,154414,154418;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:28711:1593	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=24,74;matePos=39,89;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:31706:1593	txpIDs=193145;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=656;matePos=848;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193145;fragLen=193;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:33537:1593	txpIDs=161723,161724,161725,161726;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=311,207,207,182;matePos=338,234,234,209;primary=1,0,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=161723,161724,161725,161726;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:35738:1593	txpIDs=22200;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=2040;matePos=2052;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=22200;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:37642:1593	txpIDs=13725,13726,13727,13728,13729,13730;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=1447,1784,1955,870,794,487;matePos=1447,1784,1955,870,794,487;primary=0,1,0,0,0,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=13725,13726,13727,13728,13729,13730;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:37735:1593	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=23,73;matePos=140,190;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:38770:1593	txpIDs=38367,38368,38369,38370,38371,38372;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=495,260,260,208,61,484;matePos=520,285,285,233,86,509;primary=0,0,0,0,1,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=38367,38368,38369,38370,38371,38372;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:39824:1593	txpIDs=197453,197454,197455,197456;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=2018,1987,2168,2217;matePos=2039,2008,2189,2238;primary=0,1,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=197453,197454,197455,197456;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:40305:1593	txpIDs=40913,40914,40915,40916,40917,40918,40919,40920,40921,40922,40923,40924,40925,40926,40927;as=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;pos=601,1424,1015,1113,1226,1063,1466,2145,1717,1570,1075,2037,1531,336,2023;matePos=601,1424,1015,1113,1226,1063,1466,2145,1717,1570,1075,2037,1531,336,2023;primary=0,0,0,0,0,1,0,0,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;weight=0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667,0.0666667;ec_label=40913,40914,40915,40916,40917,40918,40919,40920,40921,40922,40923,40924,40925,40926,40927;fragLen=151,151,151,151,151,151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:42635:1593	txpIDs=72726,72727,72728,72729,72731,72744,72745;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,3,3;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=3903,3227,4038,2857,4091,2471,2592;matePos=4006,3330,4141,2960,4194,2368,2489;primary=0,0,0,0,0,1,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=72726,72727,72728,72729,72731,72744,72745;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:43578:1593	txpIDs=37432,37433,37434,37443,37444;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=28,86,28,90,90;matePos=60,118,60,122,122;primary=0,0,0,0,1;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=37432,37433,37434,37443,37444;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:48109:1593	txpIDs=94597,94599,94600;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=726,484,7;matePos=808,566,89;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=94597,94599,94600;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:50920:1593	txpIDs=28310,28311,28312,28314,28315,28316,28318,28319,28320;as=0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0;pos=220,391,427,179,240,254,205,284,213;matePos=256,427,463,215,276,290,241,320,249;primary=0,0,0,0,0,0,0,1,0;dropped=0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0;weight=0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111;ec_label=28310,28311,28312,28314,28315,28316,28318,28319,28320;fragLen=151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:1592:1609	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=133,183;matePos=136,186;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:4957:1609	txpIDs=114391,114392,114394;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=3213,3632,390;matePos=3238,3657,415;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=114391,114392,114394;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:9784:1609	txpIDs=149389,149390;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=715,602;matePos=727,614;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=149389,149390;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:15295:1609	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=24,74;matePos=46,96;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:18216:1609	txpIDs=193149;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=464;matePos=506;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193149;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:19196:1609	txpIDs=193144;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=762;matePos=762;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193144;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:21120:1609	txpIDs=39219,39220;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=1666,1411;matePos=1789,1534;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=39219,39220;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:22932:1609	txpIDs=51852,51856,51857,51859,51862;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=1288,177,327,316,202;matePos=1425,314,464,453,339;primary=0,0,0,1,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=51852,51856,51857,51859,51862;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:28609:1609	txpIDs=77743;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=970;matePos=1222;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=77743;fragLen=253;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:31013:1609	txpIDs=47236,47239,47241,47242,47243,47244;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=9883,9766,1483,3436,2253,1525;matePos=9891,9774,1491,3444,2261,1533;primary=0,0,0,0,0,1;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=47236,47239,47241,47242,47243,47244;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:31105:1609	txpIDs=134992,134993,134994,134995,134996,134997;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=5754,5661,5589,5628,5074,1764;matePos=5754,5661,5589,5628,5074,1764;primary=0,0,0,0,0,1;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=134992,134993,134994,134995,134996,134997;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
